RequestMonth,ProviderName,ApiName,ApiVersion,ApiMethod,TotalHits,SuccessCount,ErrorCount,MaxResTimeSec,MinResTimeSec,MedianResTime_Sec,AvgResTime_Sec,RequestLessThan_750_MS,RequestTookMoreThan_750_MSec,RequestLessThan_750_MS_Based_On_SuccessHits,RequestTookMoreThan_750_MS_Based_On_SuccessHits,MAXResponseSize_KB,AVGResponseSize_KB,MINResponseSize_KB
24-Oct,DMT,Assignserviceproviderforproject,1,/confirmSubmit,4,4,0,6.605,0.367,0.52,2,3,1,3,1,2561,2439.5,2306
24-Oct,DMT,Assignserviceproviderforproject,1,/getStepInfo,34,34,6,27.879,0.136,0.42,4.15,27,7,27,7,35708,23786.76,264
24-Oct,DMT,Assignserviceproviderforproject,1,/startWorkflow,8,8,1,1.167,0.46,0.61,0.67,6,2,6,2,2581,2213.75,493
24-Oct,DMT,BeachBooking,2,/cancelBooking,1,1,1,0.194,0.194,0.19,0.19,1,0,1,0,278,278,278
24-Oct,DMT,BeachBooking,2,/confirmSubmit,19,19,5,3.028,0.251,1.28,1.45,3,16,3,16,2505,1776,355
24-Oct,DMT,BeachBooking,2,/endPrint,51,51,2,4,0.149,0.66,0.92,32,19,32,19,854,811.45,240
24-Oct,DMT,BeachBooking,2,/getBookingEntities,175,175,2,4.827,0.148,0.17,0.28,169,6,169,6,1871,1852.12,219
24-Oct,DMT,BeachBooking,2,/getBookingPurposes,56,56,3,0.7,0.161,0.2,0.26,56,0,56,0,5170,4911.68,348
24-Oct,DMT,BeachBooking,2,/getFacilityMonthStatus,560,560,0,7.743,0.185,0.27,0.42,529,31,529,30,48139,40128.82,10537
24-Oct,DMT,BeachBooking,2,/getStepInfo,90,90,0,29.892,0.257,0.68,9.8,47,43,47,42,13994,11703.63,7704
24-Oct,DMT,BeachBooking,2,/searchFacilities,113,113,0,6.859,0.159,0.22,0.39,104,9,104,9,13310,10527.72,209
24-Oct,DMT,BeachBooking,2,/startWorkflow,65,65,18,3.551,0.143,0.8,1.02,31,34,31,34,2516,1860.66,400
24-Oct,DMT,BoundaryWall,2,/endPrint,131,131,0,22.023,0.432,0.61,1.06,93,38,93,38,889,856.38,831
24-Oct,DMT,BoundaryWall,2,/getStepInfo,347,346,1,300.214,16.88,23.46,24.65,0,347,0,346,11808,11378.63,146
24-Oct,DMT,BoundaryWall,2,/printPaymentSlip,130,130,130,5.424,0.163,0.19,0.38,118,12,118,12,235,235,235
24-Oct,DMT,BoundaryWall,2,/searchCurrentCustomerProperties,417,417,0,15.489,0.165,0.57,1.15,303,114,303,114,39450,6244.1,212
24-Oct,DMT,BoundaryWall,2,/startWorkflow,64,64,6,3.079,0.277,0.9,1.1,15,49,15,49,2258,2051.22,410
24-Oct,DMT,BuildingPermits,2,getBuildingPermitDetails,7,7,0,30.424,3.246,17.21,16.53,0,7,0,7,3042,626.43,223
24-Oct,DED,BusinessLicense,2,GetTradeLicenseDetails,6924,5518,1406,120.213,0.103,0.22,0.3,6730,194,5359,158,15544,2512.32,238
24-Oct,DED,BusinessLicense,2,ListTradeLicenses,89334,21213,68121,120.209,0.064,0.17,0.38,87310,2024,20574,635,163952,636.17,167
24-Oct,DED,BusinessLicense,3,ListTradeLicenses,9,9,0,0.238,0.147,0.19,0.19,9,0,9,0,1011,486.78,284
24-Oct,DMT,CancelFoodTrucksPermit,1,/confirmSubmit,2,2,0,1.396,1.177,1.29,1.29,0,2,0,2,2368,2304.5,2241
24-Oct,DMT,CancelFoodTrucksPermit,1,/getStepInfo,9,9,0,20.332,0.268,0.43,2.65,7,2,7,2,11330,9859.33,9076
24-Oct,DMT,CancelFoodTrucksPermit,1,/searchCurrentCustomerUpsPermits,4,4,0,0.577,0.31,0.52,0.48,4,0,4,0,5225,2684.5,141
24-Oct,DMT,CancelFoodTrucksPermit,1,/startWorkflow,3,3,0,0.714,0.583,0.7,0.67,3,0,3,0,2323,2294.33,2245
24-Oct,DMT,CancelPropertyManagementAgreement,1,/approveFromFirstPartyApprove,263,263,150,19.693,0.155,0.36,1,208,55,208,55,141607,6343.29,346
24-Oct,DMT,CancelPropertyManagementAgreement,1,/approveFromFirstPartyReject,9,9,0,0.977,0.323,0.38,0.47,8,1,8,1,2600,2411.56,2308
24-Oct,DMT,CancelPropertyManagementAgreement,1,/approveFromSecondPartyApprove,137,137,48,35.827,0.178,0.88,4.28,64,73,64,73,2594,1684.95,346
24-Oct,DMT,CancelPropertyManagementAgreement,1,/approveFromSecondPartyReject,5,5,1,0.732,0.182,0.34,0.41,5,0,5,0,2576,2038,464
24-Oct,DMT,CancelPropertyManagementAgreement,1,/confirmCancel,58,58,46,7.01,0.134,0.22,0.46,56,2,56,2,2422,707.83,222
24-Oct,DMT,CancelPropertyManagementAgreement,1,/confirmSubmit,161,161,63,139.07,0.133,4.04,13.09,28,133,28,133,2526,1585.58,236
24-Oct,DMT,CancelPropertyManagementAgreement,1,/getStartAction,824,823,21,9.562,0.137,0.18,0.29,791,33,790,33,463,457.04,93
24-Oct,DMT,CancelPropertyManagementAgreement,1,/getStepInfo,2174,2174,53,40.337,0.137,1.83,4.75,376,1798,376,1798,329235,48844.6,237
24-Oct,DMT,CancelPropertyManagementAgreement,1,/startWorkflow,186,186,76,121.061,0.234,2,5.11,11,175,11,175,2636,1711.25,337
24-Oct,DMT,CancelTemporaryOutdoorSeatingPermitOrPavementWorks,1,/confirmCancel,3,3,0,0.619,0.314,0.43,0.46,3,0,3,0,2473,2387.33,2339
24-Oct,DMT,CancelTemporaryOutdoorSeatingPermitOrPavementWorks,1,/confirmSubmit,31,31,7,3.198,0.159,1.58,1.53,6,25,6,25,2554,2001.58,397
24-Oct,DMT,CancelTemporaryOutdoorSeatingPermitOrPavementWorks,1,/getStepInfo,207,207,0,104.311,0.258,0.37,4.77,158,49,158,49,14361,12071.1,9088
24-Oct,DMT,CancelTemporaryOutdoorSeatingPermitOrPavementWorks,1,/searchTemporarySeatingOutdoorPermits,85,85,0,1.885,0.183,0.44,0.52,75,10,75,10,5175,3376.29,183
24-Oct,DMT,CancelTemporaryOutdoorSeatingPermitOrPavementWorks,1,/startWorkflow,78,78,48,29.212,0.413,2.04,3,5,73,5,73,2631,1524.36,569
24-Oct,DMT,CancelTenancyContract,1,/confirmCancel,147,147,26,7.513,0.141,0.34,0.57,128,19,128,19,2391,1862.59,231
24-Oct,DMT,CancelTenancyContract,1,/confirmSubmit,2950,2948,382,54.369,0.141,1.07,2.5,940,2010,938,2009,2494,2036.76,125
24-Oct,DMT,CancelTenancyContract,1,/getStartAction,20696,20687,831,620.248,0.117,0.18,0.42,20003,693,20000,686,427,418.27,125
24-Oct,DMT,CancelTenancyContract,1,/getStepInfo,37286,37266,71,620.171,0.12,0.77,6.25,18029,19257,18026,19210,557229,39760.15,140
24-Oct,DMT,CancelTenancyContract,1,/lessorApprovalApprove,2771,2770,82,300.769,0.147,0.7,2.38,1497,1274,1497,1273,112092,5212.31,154
24-Oct,DMT,CancelTenancyContract,1,/lessorApprovalReject,51,51,0,1.009,0.286,0.4,0.48,45,6,45,6,2442,2254.04,2143
24-Oct,DMT,CancelTenancyContract,1,/startWorkflow,3949,3946,1229,620.243,0.077,1.29,2.54,986,2963,985,2961,2654,1856.72,230
24-Oct,DMT,CancelTenancyContract,1,/tenantApprovalApprove,2457,2457,11,15.158,0.157,0.62,0.91,1606,851,1606,850,2556,2242.07,363
24-Oct,DMT,CancelTenancyContract,1,/tenantApprovalReject,35,35,0,7.678,0.292,0.4,0.89,27,8,27,8,2443,2260.26,2161
24-Oct,DMT,CarShedWithinTheLand,2,/endPrint,494,494,10,12.162,0.171,0.67,0.92,297,197,297,195,915,868.58,263
24-Oct,DMT,CarShedWithinTheLand,2,/getStepInfo,24,24,0,30.164,17.151,24.48,24.79,0,24,0,24,11886,11599.67,10732
24-Oct,DMT,CarShedWithinTheLand,2,/searchCurrentCustomerProperties,425,425,0,12.985,0.168,0.63,0.83,322,103,322,103,148897,8504.31,238
24-Oct,DMT,CdpAssignServiceProvider,2,/confirmSubmit,5,5,0,0.543,0.317,0.34,0.39,5,0,5,0,2346,2306.8,2277
24-Oct,DMT,CdpAssignServiceProvider,2,/getStepInfo,16,16,2,1.041,0.148,0.6,0.61,10,6,10,6,15093,11857.88,194
24-Oct,DMT,CdpAssignServiceProvider,2,/searchCurrentCustomerProperties,105,105,0,7.319,0.171,0.53,0.65,85,20,85,20,40575,7217.45,61
24-Oct,DMT,CdpAssignServiceProvider,2,/startWorkflow,35,35,29,7.731,0.226,1.52,1.51,12,23,12,23,2432,897.89,391
24-Oct,DMT,CertificateOfLandFreeOfBuildings,1,/endPrint,2814,2813,25,16.764,0.137,0.2,0.44,2561,253,2560,252,906,879.09,153
24-Oct,DMT,CertificateOfLandFreeOfBuildings,1,/getStepInfo,5220,5217,22,300.206,0.133,21.92,15.09,1850,3370,1850,3365,14569,12685.57,243
24-Oct,DMT,CertificateOfLandFreeOfBuildings,1,/searchCurrentCustomerProperties,1034,1034,5,12.631,0.141,0.66,1.08,687,347,687,346,77813,9144.37,248
24-Oct,DMT,CertificateOfLandFreeOfBuildings,1,/startWorkflow,825,825,209,17.883,0.132,0.91,1.33,276,549,276,548,2517,1971.41,321
24-Oct,ADP,CIDPermitService,1,/GetLookupUserRequests,3559,3542,17,45.472,0.141,3.48,3.12,738,2821,735,2805,159689,20815.9,150
24-Oct,ADP,CIDPermitService,1,/InsertAttachment2,1544,1530,14,110.175,0.156,0.96,1.74,567,977,564,964,1397572,510145.4,7770
24-Oct,ADP,CIDPermitService,1,/InsertWorkPermit,324,312,12,15.615,0.085,0.5,1.22,229,95,227,85,1474,1166.91,1000
24-Oct,ADP,CIDPermitService,1,/SetRequestStatusToNew,165,165,0,9.814,0.227,0.53,0.87,114,51,114,51,308,194.1,174
24-Oct,DMT,CloseTenancyContract,1,/confirmCancel,508,508,267,7.094,0.122,0.27,0.41,473,35,473,35,2375,1211.08,209
24-Oct,DMT,CloseTenancyContract,1,/confirmSubmit,2989,2988,161,76.916,0.148,1.18,3.19,812,2177,811,2176,2500,2167.33,124
24-Oct,DMT,CloseTenancyContract,1,/getStartAction,19463,19457,346,300.221,0.084,0.17,0.39,18801,662,18799,658,422,418.19,124
24-Oct,DMT,CloseTenancyContract,1,/getStepInfo,40715,40708,1344,620.165,0.114,0.76,4.93,20093,20622,20089,20588,481501,40146.97,139
24-Oct,DMT,CloseTenancyContract,1,/lessorApprovalApprove,3097,3097,82,95.27,0.152,0.74,2.53,1576,1521,1576,1520,156181,5399.66,252
24-Oct,DMT,CloseTenancyContract,1,/lessorApprovalReject,35,35,0,6.869,0.266,0.42,0.99,30,5,30,5,2414,2251.91,2129
24-Oct,DMT,CloseTenancyContract,1,/startWorkflow,4956,4955,1809,74.294,0.117,1.33,2.21,1325,3631,1324,3630,2622,1720.42,213
24-Oct,DMT,CloseTenancyContract,1,/tenantApprovalApprove,2177,2177,18,15.526,0.153,0.61,0.87,1442,735,1442,730,2868,2214.99,356
24-Oct,DMT,CloseTenancyContract,1,/tenantApprovalReject,38,38,0,43.58,0.294,0.35,1.72,31,7,31,7,2705,2357.29,2169
24-Oct,DMT,CommodityPurchaseOrder,2,/applyCancel,1427,1427,55,21.412,0.119,0.29,0.51,1313,114,1313,114,2205,2050.5,145
24-Oct,DMT,CommodityPurchaseOrder,2,/applySubmit,8313,8312,743,287.258,0.11,1.92,3.42,546,7767,545,7766,6848,2469.93,246
24-Oct,DMT,CommodityPurchaseOrder,2,/endPrint,8151,8151,199,56.035,0.112,0.55,0.78,6232,1919,6232,1914,845,793.08,142
24-Oct,DMT,CommodityPurchaseOrder,2,/getCommodityCards,13,13,0,0.503,0.285,0.41,0.41,13,0,13,0,502,302,101
24-Oct,DMT,CommodityPurchaseOrder,2,/getCommodityItems,13079,13078,167,29.713,0.135,1,1.85,4827,8252,4827,8243,242430,190347.97,101
24-Oct,DMT,CommodityPurchaseOrder,2,/getDeliveryFeeByMunicipalityId,4668,4668,4,10.503,0.121,0.18,0.27,4523,145,4523,145,182,140.68,139
24-Oct,DMT,CommodityPurchaseOrder,2,/getLastSavedAddress,13,13,0,3.482,0.462,1.97,1.87,2,11,2,11,462,335.31,269
24-Oct,DMT,CommodityPurchaseOrder,2,/getMunicipalities,15250,15241,1191,300.205,0.103,0.18,0.33,14734,516,14727,514,1489,1386.95,98
24-Oct,DMT,CommodityPurchaseOrder,2,/getMunicipalityStores,5231,5231,4,15.902,0.128,0.19,0.36,4855,376,4855,375,4584,3356.87,184
24-Oct,DMT,CommodityPurchaseOrder,2,/getStepInfo,25437,25433,57,300.512,0.116,4.29,12.31,9271,16166,9270,16158,39469,11915.24,88
24-Oct,DMT,CommodityPurchaseOrder,2,/isAllowedForDelivery,4825,4825,102,81.315,0.126,1.44,2.72,10,4815,10,4815,216,174.86,163
24-Oct,DMT,CommodityPurchaseOrder,2,/paymentBack,2084,2082,63,32.886,0.11,0.33,0.63,1787,297,1785,296,2289,2125.33,88
24-Oct,DMT,CommodityPurchaseOrder,2,/paymentCancel,462,461,103,300.216,0.121,0.55,1.43,357,105,357,102,2196,1717.35,93
24-Oct,DMT,CommodityPurchaseOrder,2,/paymentDoPayment,10303,10301,3835,93.347,0.121,1.92,2.86,303,10000,303,9994,1921,488.02,328
24-Oct,DMT,CommodityPurchaseOrder,2,/paymentSubmit,5551,5551,881,256.243,0.137,1.48,1.95,575,4976,575,4975,2244,1843.59,188
24-Oct,DMT,CommodityPurchaseOrder,2,/startWorkflow,8,8,0,10.264,0.828,1.47,2.94,0,8,0,8,2385,2342.88,2292
24-Oct,DMT,ConvertPublicHouseToResidentialLand,1,/confirmSubmit,12,12,0,8.227,0.282,0.35,1.01,11,1,11,1,2369,2319.67,2260
24-Oct,DMT,ConvertPublicHouseToResidentialLand,1,/getStepInfo,37,37,0,24.423,0.29,0.43,1.92,31,6,31,6,21182,19364.76,17956
24-Oct,DMT,ConvertPublicHouseToResidentialLand,1,/searchCurrentCustomerProperties,125,124,1,300.219,0.182,10.08,11.67,12,113,12,112,28450,3438,187
24-Oct,DMT,ConvertPublicHouseToResidentialLand,1,/startWorkflow,39,38,24,300.121,0.239,0.56,8.99,25,14,25,13,2396,1163.05,193
24-Oct,DMT,CrmApiUPC,1,/AccountService/GetBusinessProfileByCustomerID,664,664,0,6.437,0.233,0.4,0.56,597,67,597,67,40191,7598.62,2561
24-Oct,DMT,CrmApiUPC,1,/AccountService/GetProfileByEmiratesID,4524,4523,2822,29.527,0.133,0.21,0.39,4282,242,4281,241,41206,1726.23,34
24-Oct,DMT,CrmApiUPC,1,/AccountService/SaveBusinessProfile,36,36,4,13.606,0.368,0.79,1.83,17,19,17,19,13403428,834992.08,2617
24-Oct,DMT,CrmApiUPC,1,/AccountService/SaveIndividualProfile,119,119,6,50.27,0.237,0.48,1.9,90,29,90,29,1244,949.8,869
24-Oct,DMT,CrmApiUPC,1,/DashboardService/GetServiceRequests,2717,2716,19,44.49,0.104,0.15,0.72,2340,377,2339,376,341842,13151.21,2
24-Oct,DMT,CrmApiUPC,1,/EstidamaService/GetAvailableTrainings,68,68,8,1.199,0.2,0.3,0.33,66,2,66,2,764,677.49,33
24-Oct,DMT,CrmApiUPC,1,/EstidamaService/GetPQPRequestDetails,101,101,20,1.33,0.173,0.25,0.36,91,10,91,10,2277,874.65,40
24-Oct,DMT,CrmApiUPC,1,/EstidamaService/GetRegisteredTrainingDetails,46,46,0,1.177,0.201,0.31,0.35,45,1,45,1,1077,1067.04,1037
24-Oct,DMT,CrmApiUPC,1,/EstidamaService/RegisterForTraining,40,40,0,4.54,0.38,0.88,1.3,15,25,15,25,132,132,132
24-Oct,DMT,CrmApiUPC,1,/EstidamaService/SavePQPCertificateRequest,44,44,14,5.051,0.207,1.05,1.33,19,25,19,25,2527,591.05,181
24-Oct,DMT,CrmApiUPC,1,/EstidamaService/UnRegisterFromTraining,4,4,0,1.756,0.566,0.82,0.99,2,2,2,2,142,142,142
24-Oct,DMT,CrmApiUPC,1,/EstidamaService/ValidatePQP,5,5,0,1.006,0.172,0.21,0.51,3,2,3,2,84,74.8,72
24-Oct,DMT,CrmApiUPC,1,/Infrastructure/GetInfrastructureInformationProvision,13,13,0,0.892,0.239,0.28,0.33,12,1,12,1,698,581.31,558
24-Oct,DMT,CrmApiUPC,1,/Infrastructure/SaveInfrastructureInformationProvision,10,10,3,19.465,0.597,0.9,6.39,4,6,4,6,916,674.4,366
24-Oct,DMT,CrmApiUPC,1,/LookUpService/GetApplicantRoles,1085,1085,0,10.613,0.088,0.14,0.22,1064,21,1064,21,228,194.69,171
24-Oct,DMT,CrmApiUPC,1,/LookUpService/GetApplicationTypes,156,156,0,1.16,0.123,0.14,0.18,152,4,152,4,167,139.23,129
24-Oct,DMT,CrmApiUPC,1,/LookUpService/GetCities,599,599,0,8.709,0.149,0.19,0.28,581,18,581,18,333,333,333
24-Oct,DMT,CrmApiUPC,1,/LookUpService/GetCountries,1259,1259,0,7.892,0.179,0.22,0.31,1220,39,1220,39,22547,22547,22547
24-Oct,DMT,CrmApiUPC,1,/LookUpService/GetEmirates,1252,1252,0,7.241,0.123,0.14,0.19,1229,23,1229,23,494,414.54,361
24-Oct,DMT,CrmApiUPC,1,/LookUpService/GetMinorAmendmentRequirements,34,34,0,0.355,0.127,0.14,0.15,34,0,34,0,1344,1140.59,1097
24-Oct,DMT,CrmApiUPC,1,/LookUpService/GetPqpTypes,248,248,0,3.151,0.106,0.14,0.19,244,4,244,4,146,122.86,108
24-Oct,DMT,CrmApiUPC,1,/LookUpService/GetServiceRequestTypes,346,346,0,5.836,0.12,0.14,0.19,339,7,339,7,688,428.51,301
24-Oct,DMT,CrmApiUPC,1,/LookUpService/GetSpecializations,1088,1088,0,7.896,0.145,0.21,0.28,1063,25,1063,25,21840,21840,21840
24-Oct,DMT,CrmApiUPC,1,/SharepointService/GetAttachments,740,740,37,7.411,0.143,0.49,0.67,681,59,681,59,17967,3407.15,2
24-Oct,DMT,CrmApiUPC,1,/UDService/GetApplicationDetails,115,115,0,3.507,0.231,0.34,0.43,112,3,112,3,3083,2005.57,1057
24-Oct,DMT,CrmApiUPC,1,/UDService/GetApplications,147,147,4,2.767,0.135,0.32,0.37,143,4,143,4,13602,4120.3,2
24-Oct,DMT,CrmApiUPC,1,/UDService/GetDCR,201,201,6,6.39,0.146,0.54,0.68,178,23,178,23,2895,2468.07,2
24-Oct,DMT,CrmApiUPC,1,/UDService/GetEnquiryMeeting,16,16,0,0.696,0.405,0.59,0.56,16,0,16,0,3303,2934.19,2732
24-Oct,DMT,CrmApiUPC,1,/UDService/GetExtensionMasterPlan,36,36,0,0.956,0.379,0.58,0.55,32,4,32,4,2775,2483.44,2444
24-Oct,DMT,CrmApiUPC,1,/UDService/GetMasterPlanConcept,10,10,1,0.825,0.135,0.56,0.52,9,1,9,1,3897,2879.7,159
24-Oct,DMT,CrmApiUPC,1,/UDService/GetMasterPlanDetailed,46,46,1,1.609,0.217,0.47,0.56,41,5,41,5,3287,2676.24,2
24-Oct,DMT,CrmApiUPC,1,/UDService/GetMinorAmendments,40,40,1,4.288,0.15,0.54,0.62,37,3,37,3,3271,2814.45,184
24-Oct,DMT,CrmApiUPC,1,/UDService/GetPlotRegistration,304,304,8,4.645,0.168,0.54,0.57,281,23,281,23,4154,3242.24,2
24-Oct,DMT,CrmApiUPC,1,/UDService/SaveDCR,102,102,36,50.199,0.321,2.12,5.07,24,78,24,78,4548,3286.09,1495
24-Oct,DMT,CrmApiUPC,1,/UDService/SaveEnquiryMeeting,10,10,3,13.033,0.461,2.22,4,3,7,3,7,6151,4399.6,2280
24-Oct,DMT,CrmApiUPC,1,/UDService/SaveExtensionMasterPlan,15,15,13,7.772,0.165,0.33,0.87,13,2,13,2,4085,1968.67,1348
24-Oct,DMT,CrmApiUPC,1,/UDService/SaveMasterPlanConcept,1,1,0,1.928,1.928,1.93,1.93,0,1,0,1,4423,4423,4423
24-Oct,DMT,CrmApiUPC,1,/UDService/SaveMasterPlanDetailed,13,13,0,9.308,0.938,1.8,3.04,0,13,0,13,4789,4110.15,3809
24-Oct,DMT,CrmApiUPC,1,/UDService/SaveMinorAmendments,7,7,0,9.758,1.126,1.97,3.69,0,7,0,7,5586,5080.14,4204
24-Oct,DMT,CrmApiUPC,1,/UDService/SavePlotRegistration,78,78,15,16.474,0.295,1.99,3.47,2,76,2,76,6967,4774.77,2201
24-Oct,DMT,CrmApiUPC,1,/UDService/SearchApplications,74,74,0,10.335,0.162,0.19,0.35,72,2,72,2,268,8.31,2
24-Oct,ITC,CustomerProfileService,1,/CreateAttachment,3665,3665,0,95.555,0.155,1.35,2.64,1197,2468,1197,2466,13910101,882120.99,227
24-Oct,ITC,CustomerProfileService,1,/GetCreateUserProfile,24638,24562,76,249.04,0.125,1.37,1.94,5331,19307,5273,19261,36914,1510.69,461
24-Oct,ITC,CustomerProfileService,1,/UpdateUserProfile,468,468,0,75.395,0.205,2.07,3,41,427,41,427,37416,3974.22,963
24-Oct,DMT,DariAzure,1,/auth/clients/token,138,138,24,5.119,0.195,0.35,0.41,134,4,134,4,1428,1190.58,71
24-Oct,DMT,DariAzure,1,/powerbi/generate-token,114,114,0,7.53,0.301,1.07,1.2,6,108,6,108,2187,2179.18,2175
24-Oct,DCD,DCDLicensingServices,1,/attachmenttypes,794,782,12,60.452,0.158,0.2,1.06,776,18,775,7,6944,6536.3,86
24-Oct,DCD,DCDLicensingServices,1,/file,1913,1911,2,17.324,0.309,1.24,1.64,402,1511,401,1510,2792652,673962.49,7082
24-Oct,DCD,DCDLicensingServices,1,/license,171,169,2,1.029,0.3,0.4,0.43,166,5,164,5,9775,4517.58,2818
24-Oct,DCD,DCDLicensingServices,1,/lookups,1551,1530,21,10.646,0.177,0.23,0.3,1519,32,1498,32,26784,26477.03,86
24-Oct,DCT,DCTEventLicensingService,1,/Token,64,64,0,0.628,0.182,0.21,0.23,64,0,64,0,590,590,590
24-Oct,DCT,DCTSSOService,1,/CreateSSOUser,454,454,52,3.582,0.284,0.4,0.49,415,39,415,38,20854,8935.31,545
24-Oct,DCT,DCTSSOService,1,/SSOUserDetails,20209,20208,18494,330.399,0.2,0.38,0.46,19146,1063,19146,1059,591,79.73,40
24-Oct,DCT,DCTSSOService,1,/Token,8552,8551,5,14.962,0.13,0.2,0.24,8431,121,8431,120,590,589.87,353
24-Oct,DCT,DCTToken,1,/Token,99,99,0,0.684,0.172,0.2,0.22,99,0,99,0,590,590,590
24-Oct,DCT,DCTTouristGuideService,1,/Booking,29,29,0,1.205,0.264,0.67,0.63,21,8,21,8,1132,506.86,428
24-Oct,DCT,DCTTouristGuideService,1,/Booking/CalculateAmount,73,73,0,2.102,0.309,0.4,0.44,71,2,71,2,392,366.68,328
24-Oct,DCT,DCTTouristGuideService,1,/CreateFreeTraining,22,22,0,1.213,0.341,0.54,0.59,17,5,17,4,708,518.59,426
24-Oct,DCT,DCTTouristGuideService,1,/MasterData,340,340,0,1.315,0.226,0.29,0.32,334,6,334,6,28172,28172,28172
24-Oct,DCT,DCTTouristGuideService,1,/OrderDetails,72,72,0,7.42,0.227,0.29,0.42,70,2,70,2,575,535.4,459
24-Oct,DCT,DCTTouristGuideService,1,/RegisterTouristGuide,23,23,0,2.209,0.397,0.62,0.77,16,7,16,7,1692,1319.17,990
24-Oct,DCT,DCTTouristGuideService,1,/Registration/LicenseDetails,2032,2032,1972,7.767,0.206,0.28,0.35,1950,82,1950,80,539117,4174.07,169
24-Oct,DCT,DCTTouristGuideService,1,/TGPastBooking,181,181,0,1.015,0.219,0.3,0.33,177,4,177,4,5380,1109.96,93
24-Oct,DCT,DCTTouristGuideService,1,/TGUserLicense,25578,25578,3,50.934,0.205,0.29,0.35,24975,603,24975,602,940,171.74,33
24-Oct,DCT,DCTTouristGuideService,1,/Template,243,243,0,1.23,0.191,0.27,0.3,239,4,239,4,7074,3449.77,2436
24-Oct,DCT,DCTTouristGuideService,1,/Token,27583,27579,9,255.637,0.138,0.2,0.24,27263,320,27260,317,6098,590.11,180
24-Oct,DCT,DCTTouristGuideService,1,/Training,969,968,1,4.306,0.205,0.35,0.42,922,47,921,47,8961,838.72,153
24-Oct,DCT,DCTTouristGuideService,1,/TrainingCategory,52,52,0,0.594,0.225,0.27,0.29,52,0,52,0,1527,1524.23,1455
24-Oct,DCT,DCTTouristGuideService,1,/TrainingDetails,263,263,2,3.294,0.182,0.3,0.37,250,13,250,13,2639,961.83,37
24-Oct,DCT,DCTTouristGuideService,1,/TrainingProfile,93,90,59,3.345,0.265,0.33,0.48,85,8,82,8,6992,1370.66,939
24-Oct,DCT,DCTTouristGuideService,1,/UpdatePayment,23,23,0,3.138,0.351,0.62,0.73,18,5,18,5,651,612.26,590
24-Oct,DCT,DCTTouristGuideService,1,/UserProfile,1008,1008,497,5.956,0.237,0.32,0.39,965,43,965,43,1550,706.59,169
24-Oct,DCT,DCTTouristGuideService,1,/ValidateBooking,160,160,17,1.78,0.242,0.33,0.41,149,11,149,11,275,207.45,192
24-Oct,DCT,DCTVenues,1,/venues,6,6,0,4.408,0.399,0.54,1.19,5,1,5,1,61224,57980.67,57332
24-Oct,DCT,DCTVenues,1,/venues/{id},17,17,0,0.909,0.311,0.36,0.41,16,1,16,1,15937,13573.71,11855
24-Oct,DED,DEDBusinessAPI,1,/v1/ActivityInfo/GetIDBActivityClassification,775,775,0,3.413,0.113,0.3,0.35,756,19,756,19,768761,767769.26,164
24-Oct,DED,DEDBusinessAPI,1,/v1/BusinessCertificate,24204,24202,2,300.126,0.062,5.24,5.02,1042,23162,1041,23158,2864979,1554219.83,174
24-Oct,DED,DEDBusinessAPI,1,/v1/BusinessLicense,906,906,0,42.028,0.582,19.83,18.22,3,903,3,903,4009,2582.73,1308
24-Oct,DED,DEDBusinessAPI,1,/v1/BusinessLicense/UpdateReadyForPaymentTask,8056,8054,2,57.033,0.06,5.42,4.65,3341,4715,3340,4714,394,196.39,112
24-Oct,DED,DEDBusinessAPI,1,/v1/BusinessNameSuggestion,2929,2928,1,3.708,0.062,0.43,0.48,2774,155,2773,153,4182,1541.78,231
24-Oct,DED,DEDBusinessAPI,1,/v1/CheckRenewalEligibility,11233,11229,4,8.009,0.296,0.64,0.7,7886,3347,7884,3322,3053,828.32,492
24-Oct,DED,DEDBusinessAPI,1,/v1/DownloadDocument,1565,1565,0,46.23,0.247,1.21,2.99,580,985,580,985,5852680,500880.4,129
24-Oct,DED,DEDBusinessAPI,1,/v1/EconomicBusinessLicense,84,84,0,46.245,0.114,30.67,27.96,1,83,1,83,8122,3654.27,1367
24-Oct,DED,DEDBusinessAPI,1,/v1/GetMOASequence,395,395,0,2.436,0.214,0.29,0.36,384,11,384,11,187,187,187
24-Oct,DED,DEDBusinessAPI,1,/v1/MOICheck,8375,8375,0,4.427,0.062,0.11,0.14,8277,98,8277,98,162,160.99,158
24-Oct,DED,DEDBusinessAPI,1,/v1/NewActivityService,55,55,0,10.056,5.908,6.96,7.11,0,55,0,55,925,642.78,557
24-Oct,DED,DEDBusinessAPI,1,/v1/RelatedRecords,7293,7254,39,9.084,0.068,0.11,0.17,7191,102,7152,102,86285,983.34,197
24-Oct,DED,DEDBusinessAPI,1,/v1/RequirementsInquiry/Permit,447,447,0,1.847,0.108,0.13,0.17,440,7,440,7,329,310.1,309
24-Oct,DED,DEDBusinessAPI,1,/v1/TradeNameCheck,18322,18321,1,300.125,0.06,0.5,0.61,15955,2367,15954,2358,626,422.02,168
24-Oct,DED,DEDBusinessAPI,1,/v2/ActivityInfo,72863,72863,0,49.158,0.106,0.44,0.64,59537,13326,59537,13282,2220461,12386.09,217
